,device,dataset_name,epochs,batch_size,num_train_samples,num_test_samples,total_train_time,time_per_epoch,model
0,AMD Radeon Pro 5500M 8 GB (Intel Mac),food101,5,32,75776,25280,3032.461,606.492,EfficientNetB0_feature_extract
